53,150663,1,5,5,1,4,3,1,5,4,4,4,5,4,5,4,4,4,5,4,3,5,2,3,3,5,4,4,4,4,4
54,151821,2,4,4,3,2,3,2,3,2,3,3,4,3,2,2,3,4,4,5,3,3,4,2,3,2,3,5,2,4,3
55,152807,4,5,5,4,5,4,5,5,5,3,5,2,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5
56,152955,3,5,5,4,3,4,5,3,3,3,4,4,5,4,4,4,4,4,4,3,5,4,3,4,4,5,5,4,4,4
57,153217,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,5,5,4,4,4,4,3,5,3,5,5,4,4,4
58,158785,4,3,4,4,4,5,4,3,4,5,5,1,4,3,4,3,2,4,5,5,2,3,2,4,3,3,5,4,4,3
59,164532,5,4,3,5,4,4,5,3,4,5,4,4,4,5,4,5,5,5,4,4,3,3,4,5,4,5,4,5,4,4
60,164647,4,5,5,5,3,5,5,3,5,3,4,4,4,3,3,3,5,5,5,5,5,5,4,5,2,5,5,2,5,4
61,168263,4,1,5,4,3,4,4,3,4,5,4,2,4,3,4,5,4,4,5,5,3,4,3,4,2,4,5,4,5,4
62,175371,4,4,2,5,2,5,4,5,4,2,4,4,4,3,3,4,5,5,4,2,5,3,2,4,4,5,4,3,4,4
63,175631,3,3,4,4,2,4,3,2,3,5,3,4,4,3,3,2,4,5,5,4,2,3,3,3,5,5,5,4,5,4
64,176774,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,2,5,4,3,2,4,2,4,2,4,4,3,3,3
65,178645,3,5,4,4,3,5,4,3,3,3,4,5,5,2,3,4,5,5,4,3,4,3,3,5,4,3,4,3,5,3
66,182780,3,1,1,4,2,5,5,4,4,4,4,4,4,4,2,4,5,5,3,4,3,1,4,4,3,4,3,4,5,4
67,183880,3,5,4,5,3,4,5,4,4,3,4,3,5,3,3,5,5,5,5,4,2,3,4,5,4,4,5,4,5,5
68,184660,5,5,4,3,3,4,2,3,3,3,3,5,4,4,4,4,4,5,4,5,3,4,3,4,4,4,4,4,4,3
69,189814,4,3,4,4,4,5,4,4,5,3,5,3,3,4,4,5,5,5,4,5,2,4,3,4,3,5,5,3,4,5
70,189887,3,4,3,5,4,4,5,4,3,4,5,2,5,3,5,5,5,5,5,5,2,3,4,5,4,3,5,5,4,4
71,191760,4,4,4,3,4,2,4,3,3,4,3,3,5,4,3,4,4,5,4,2,4,2,3,3,3,4,4,3,4,4
72,194528,4,4,3,4,2,4,3,4,3,4,5,4,5,4,3,4,5,5,4,3,3,4,4,3,4,4,4,3,4,3
73,196027,5,4,4,5,3,3,4,3,3,5,5,3,5,5,4,5,5,5,5,5,4,3,5,5,4,5,5,4,5,5
74,197482,3,5,5,4,3,5,5,4,4,4,4,4,4,4,3,4,5,5,5,4,4,2,3,5,4,4,4,2,5,4
75,197999,4,5,3,5,3,5,4,3,4,4,4,5,4,3,4,5,5,5,5,4,4,4,3,5,4,5,5,4,5,4
76,199769,3,5,5,3,2,5,2,1,2,2,4,5,4,1,1,5,5,5,5,2,5,5,2,3,3,4,5,1,5,2
77,200177,5,3,4,5,3,4,4,4,1,4,5,3,4,4,4,5,5,5,5,4,5,4,4,4,4,5,5,2,5,4
78,200734,5,4,5,4,2,5,3,2,4,4,4,3,5,4,4,4,5,5,5,4,4,4,3,5,5,5,5,4,5,4
79,200805,3,4,3,4,3,3,3,4,3,3,3,5,5,3,3,5,5,3,3,3,3,3,4,4,3,4,4,3,3,4
80,202435,5,4,5,5,4,5,5,4,5,5,4,4,5,4,4,5,5,4,4,5,3,5,5,5,4,5,5,4,5,3
81,203738,4,4,4,5,3,4,3,3,4,4,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,5,4,4,5,4
82,206243,3,1,4,4,4,4,4,5,4,4,3,1,3,4,4,3,4,4,5,4,4,2,4,4,3,4,4,4,4,4
83,210864,4,5,3,4,3,4,3,4,3,4,5,4,5,4,4,3,4,4,5,5,2,3,1,3,4,4,3,2,5,4
84,212867,4,4,5,3,3,4,5,5,4,4,5,4,3,3,4,5,5,5,4,4,4,3,3,5,5,5,4,5,4,5
85,214254,4,3,4,4,4,4,4,4,4,5,5,1,5,4,5,5,4,5,4,5,1,3,4,4,3,4,4,5,4,5
86,214501,3,5,5,3,3,3,4,3,3,5,3,5,4,4,4,5,5,4,5,4,3,5,3,4,2,5,5,2,4,5
87,216059,3,2,5,4,1,3,2,2,3,2,3,2,4,4,2,3,2,4,3,4,3,3,1,3,2,1,4,2,4,2
88,217762,4,3,3,4,2,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,5,3,5,5,3,4,3
89,220842,3,5,4,4,2,4,4,3,3,4,4,3,5,3,4,4,5,5,4,5,3,5,4,3,5,4,5,4,5,4
90,222553,4,5,3,5,4,5,5,5,5,2,4,4,5,5,4,5,5,4,5,4,4,4,5,5,5,5,5,4,5,5
91,227463,4,1,4,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4
92,228614,4,5,2,4,3,3,4,4,4,3,4,3,4,5,4,4,4,3,5,5,4,3,3,4,3,3,3,3,5,3
93,228978,5,4,5,5,4,5,5,3,4,4,4,5,4,4,2,4,3,4,5,4,4,5,2,4,3,4,4,4,5,4
94,232112,2,1,5,3,4,3,3,4,4,4,4,1,5,3,3,3,5,4,4,4,1,1,3,2,4,4,5,2,4,3
95,232877,4,3,4,3,5,5,4,3,3,4,5,2,4,4,3,3,2,5,5,4,2,3,3,5,4,3,5,4,5,4
96,234275,4,3,2,4,4,1,3,4,4,2,3,2,5,4,2,3,5,5,5,3,2,3,3,4,2,5,4,2,4,3
97,243612,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3,5,3,3,4,3,4,3,4,3,3,4,4
98,245597,4,5,4,4,3,4,3,3,4,4,4,3,5,5,4,4,5,5,5,5,3,4,3,5,3,5,5,3,5,4
99,247660,2,4,5,4,3,4,3,3,4,4,4,4,3,4,3,4,5,3,5,3,3,4,3,4,4,1,4,2,5,5
100,247932,4,5,5,5,2,3,5,3,2,5,3,3,5,3,3,4,5,5,5,4,4,2,3,4,4,4,4,2,4,4
101,251520,5,4,3,4,3,5,4,3,4,5,3,4,4,4,5,4,5,5,4,3,1,3,2,5,3,4,3,5,5,3
102,254530,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,4,4,4,5,3,2,4,2,5,4,5,5,3,4,4
103,255229,5,5,5,2,1,4,3,4,3,3,3,5,4,4,4,5,5,5,4,3,3,4,4,5,3,5,5,2,4,4
104,255357,5,4,4,4,3,5,5,3,4,5,5,4,5,5,4,4,5,5,5,5,3,4,3,5,4,4,5,3,5,5
105,256676,4,4,4,5,3,5,4,4,3,3,3,4,4,4,3,3,4,4,4,2,4,3,4,3,4,4,4,2,4,4
106,257095,3,3,4,4,4,4,3,2,2,3,3,4,5,3,2,4,5,3,3,4,4,4,2,4,2,5,5,1,5,4
107,257622,2,4,4,4,3,4,4,2,2,4,4,4,3,3,3,4,4,5,5,3,4,4,2,4,2,4,4,4,4,2
108,260616,3,5,4,3,2,3,3,3,3,4,3,4,5,5,4,3,5,5,5,4,2,4,5,3,5,5,5,3,4,5
109,262880,4,5,5,5,3,4,5,2,3,4,4,4,5,4,4,5,3,5,5,4,4,4,3,4,3,5,5,3,5,4
110,264856,4,5,5,5,3,5,4,3,3,5,4,5,3,5,3,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4
111,264900,4,5,4,4,3,4,4,3,3,4,4,5,5,4,4,5,5,5,5,4,2,4,3,5,4,5,5,4,5,4
112,265257,5,5,4,5,5,4,5,5,5,4,5,2,5,5,5,5,5,5,5,5,2,4,2,4,5,5,5,5,5,5
113,270890,5,5,3,4,4,4,5,4,3,4,3,3,4,4,5,5,5,5,5,4,2,2,4,4,2,5,5,4,4,4
114,273251,4,5,3,5,4,5,3,4,3,5,4,4,5,4,4,4,5,5,5,5,3,2,3,4,4,5,5,5,5,4
115,276869,4,3,3,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,4
116,278913,5,3,4,4,3,1,4,3,3,4,3,3,3,5,3,4,3,5,5,4,2,3,3,3,3,3,3,3,5,3
117,281216,4,4,3,3,3,4,3,3,3,4,3,5,5,5,1,4,4,5,4,3,5,4,3,4,2,3,3,3,3,3
118,287439,4,4,5,5,3,5,3,3,3,3,5,3,5,4,3,4,5,5,5,4,3,3,4,4,3,4,5,4,5,4
119,287545,4,4,4,5,4,4,5,5,5,4,5,3,4,5,5,5,4,4,5,3,4,4,2,4,5,5,4,4,5,4
120,290007,5,4,3,3,5,4,5,4,4,2,4,1,5,5,4,5,5,4,5,3,2,1,3,4,5,5,5,4,5,3
121,291728,3,4,5,4,2,3,4,4,4,4,5,4,4,4,3,4,5,4,5,3,5,3,3,3,4,3,4,3,5,4
122,292269,4,5,3,4,1,4,2,3,3,4,4,5,3,4,3,3,5,5,5,3,3,3,3,4,3,3,5,3,5,3
123,297682,2,1,5,2,3,3,2,5,5,3,4,2,5,4,3,4,5,4,3,4,4,1,5,3,4,5,4,4,5,3
124,298221,4,3,3,4,3,4,4,3,4,3,4,3,4,3,3,4,4,2,3,4,2,4,3,4,4,4,3,3,4,4
125,299805,3,4,3,4,3,3,4,4,4,4,5,3,4,4,3,5,3,4,4,4,3,3,4,4,4,4,5,3,4,5
126,299994,1,4,3,4,3,3,5,3,3,3,5,2,4,4,4,4,4,4,4,4,5,2,4,4,3,4,5,3,5,4
127,304879,4,3,4,5,3,3,5,3,3,4,4,4,3,4,4,5,4,4,5,4,5,4,3,4,3,3,5,3,4,4
128,306564,4,5,5,5,3,4,3,3,4,3,5,4,5,4,4,5,5,5,5,3,5,4,3,4,3,5,5,1,4,2
129,310178,4,4,5,4,3,5,3,3,4,4,4,1,4,4,3,4,4,4,5,4,4,4,2,4,3,4,5,4,5,4
130,312695,3,3,3,4,5,3,5,3,4,5,4,3,4,5,4,4,5,5,5,5,4,4,5,5,5,5,5,4,5,3
131,314379,2,5,5,4,3,4,5,5,3,4,2,4,5,2,3,4,5,5,5,3,4,2,4,5,4,3,4,3,5,3
132,315833,4,5,5,4,3,5,4,4,4,4,5,4,5,5,4,5,5,5,5,4,2,5,3,5,5,5,5,4,4,5
133,320939,4,4,2,5,4,4,4,3,4,4,5,3,5,5,5,4,5,5,5,4,2,3,3,4,4,5,5,4,5,4
134,325844,3,5,4,4,3,4,4,4,3,3,5,5,5,4,4,4,5,5,4,3,5,4,4,5,4,5,5,4,5,3
135,326121,2,2,5,3,1,2,3,2,4,3,3,5,2,2,2,2,4,5,1,3,3,4,1,4,1,4,3,2,3,5
136,331341,3,5,5,4,3,4,4,3,3,4,4,4,4,3,4,3,5,5,5,4,4,3,3,4,3,4,5,4,3,4
137,338210,3,5,2,5,2,5,5,3,3,5,4,4,4,4,4,5,4,4,5,4,5,3,4,4,4,5,5,4,5,5
138,342700,2,3,4,3,4,4,3,4,3,3,5,2,5,4,5,5,5,5,4,4,3,2,5,5,4,4,5,5,5,5
139,347549,5,3,4,5,3,4,5,4,4,5,4,2,5,4,5,5,5,5,5,4,3,4,4,5,4,5,5,3,4,5
140,349411,4,1,3,4,4,3,5,4,5,4,4,3,4,5,4,4,4,4,4,5,2,2,2,5,3,5,4,3,5,4
141,353477,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,5,3,3,5,4,4,5,5,4,5,4
142,365957,3,4,5,4,3,3,3,4,4,4,4,3,4,4,4,3,1,4,4,4,2,3,3,5,3,3,5,4,4,4
143,366815,4,5,4,5,3,5,5,4,5,4,3,4,4,4,5,4,5,5,4,4,2,4,5,4,3,5,5,5,5,3
144,367186,2,1,4,4,3,4,4,4,4,3,3,1,4,5,3,4,3,3,4,3,3,4,4,4,4,4,4,4,5,5
145,370735,2,4,4,3,1,3,3,1,3,2,3,4,3,2,1,2,5,4,5,2,4,5,1,3,2,3,4,1,3,2
146,372095,3,4,5,3,3,3,3,3,2,4,4,3,4,3,3,4,4,4,5,4,3,4,3,4,4,4,4,2,4,3
147,375292,3,3,3,4,3,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,2,4,3,4,3,4,4,5,4
148,381268,4,4,4,4,3,4,4,3,4,3,4,4,4,3,3,4,5,4,4,5,4,4,3,4,3,4,4,4,4,4
149,381326,4,5,3,5,4,5,3,3,4,4,3,3,4,4,3,2,3,5,3,5,3,3,3,4,3,3,5,4,4,3
150,383024,5,3,3,4,3,5,5,3,3,5,4,4,5,5,4,5,5,5,5,4,1,4,3,4,4,5,4,3,5,5
151,386947,4,3,3,5,3,3,5,5,4,4,5,2,3,3,4,4,3,3,5,3,3,3,4,4,4,3,4,3,5,4
152,387418,3,4,4,1,3,4,4,4,4,5,4,5,4,4,4,5,5,4,4,3,5,3,4,4,5,5,4,4,3,4
153,388514,5,3,5,5,4,3,5,3,4,5,5,5,5,5,5,4,4,4,4,3,3,5,4,4,5,5,4,4,5,4
154,391012,4,5,5,4,3,1,4,2,2,5,5,5,4,3,4,5,5,5,5,4,2,3,2,5,5,5,4,2,5,4
155,391521,4,4,4,4,3,4,3,3,3,4,5,3,4,3,4,5,3,3,4,4,3,4,2,4,2,4,4,3,4,3
156,392426,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,5,4,4,4,4,4,5,4,5,5,4,4,4
157,394409,4,4,4,3,2,4,4,3,4,4,4,3,4,3,3,3,5,4,4,3,1,4,3,4,3,4,4,3,5,4
158,396029,3,4,4,4,4,5,4,2,3,3,3,5,4,3,4,5,5,4,4,5,5,3,3,5,4,4,5,3,5,5
159,397929,4,4,4,4,3,5,4,4,4,4,5,3,5,3,3,4,5,5,4,5,3,4,3,4,4,4,5,3,5,3
160,398194,4,5,5,5,3,4,4,4,4,4,4,5,4,4,3,5,5,5,5,4,5,4,4,5,4,5,4,5,5,5
161,399713,4,4,3,5,2,5,4,2,4,4,4,3,5,3,3,5,5,4,5,3,2,4,4,3,4,4,5,4,5,4
162,400440,4,4,5,5,3,5,5,3,3,5,4,5,4,4,4,3,5,5,5,4,1,4,2,5,4,5,5,4,5,4
163,401290,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5
164,402377,3,3,5,4,2,4,4,3,3,2,3,5,4,1,3,5,4,5,3,4,4,4,1,5,3,4,4,4,5,3
165,402413,3,4,4,4,3,4,3,3,4,4,4,3,3,3,4,3,4,4,4,4,2,3,3,3,3,4,4,5,5,4
166,406160,4,5,4,5,2,3,5,5,5,4,5,1,5,3,4,2,5,5,5,4,5,4,3,5,5,5,4,4,3,4
167,407037,2,3,4,4,2,4,1,3,4,2,4,3,5,4,3,4,5,4,5,4,2,1,2,4,2,3,4,3,5,2
168,412439,4,5,5,5,3,5,3,4,4,4,4,5,4,4,3,3,5,5,5,4,3,3,3,5,2,4,5,4,5,4
169,414725,3,3,4,3,3,4,4,3,3,4,5,3,4,3,4,3,4,5,4,5,3,3,3,4,4,3,4,4,5,4
170,415098,4,4,2,5,3,5,4,4,4,3,5,3,5,4,4,3,5,5,5,4,3,3,4,5,3,4,5,5,4,3
171,416310,4,4,5,5,3,5,4,3,3,4,3,4,5,3,2,4,5,4,5,5,4,4,2,5,5,4,4,4,5,3
172,418339,2,3,3,3,3,3,3,2,2,4,4,3,5,3,2,3,4,5,4,4,1,3,3,3,2,5,4,3,4,4
173,424505,5,2,4,5,3,4,5,5,5,5,5,5,3,3,4,5,5,5,5,5,3,4,4,5,3,5,5,3,4,5
174,425394,3,3,4,4,2,4,4,3,4,4,4,5,4,2,3,4,1,4,5,3,5,4,2,2,3,5,5,3,5,4
175,426352,5,4,4,3,3,3,5,3,3,5,3,2,5,3,4,5,5,4,5,4,5,3,3,4,4,5,3,2,5,5
176,429045,3,4,5,5,2,4,4,2,3,3,4,3,5,4,4,4,4,5,5,3,2,3,3,4,4,4,4,4,5,4
177,429997,4,4,2,5,3,4,4,3,4,4,4,4,5,5,3,4,4,5,5,5,3,4,3,4,4,5,4,3,4,4
178,430738,5,5,3,4,3,3,5,5,4,4,4,5,5,5,4,4,5,5,4,5,4,4,4,4,4,3,5,4,5,5
179,438733,5,4,4,4,4,5,5,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,3,4,2,4,5,4,5,3
180,442234,5,4,5,5,2,5,5,3,4,3,4,3,5,4,4,4,1,5,3,3,4,4,3,3,5,2,3,4,5,3
181,445024,5,5,5,5,2,5,4,4,4,4,5,3,5,4,3,5,5,5,5,5,3,3,3,5,4,4,5,5,5,4
182,447190,4,4,4,5,3,5,4,3,3,4,4,3,5,5,4,4,3,5,5,5,3,3,3,4,3,5,5,3,5,4
183,447759,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
184,452667,4,4,2,3,4,3,4,4,3,4,4,1,4,5,4,3,4,4,4,5,3,4,3,4,3,3,4,4,5,4
185,454680,4,4,3,4,4,4,5,5,5,4,5,4,3,4,4,5,3,3,4,4,2,4,3,4,5,5,3,3,5,5
186,455962,4,5,5,5,4,5,4,4,4,4,4,3,5,4,5,4,5,5,5,5,5,4,3,4,4,5,5,2,5,4
187,461110,4,2,4,4,2,3,5,5,5,4,4,3,5,4,2,4,5,5,5,3,3,3,2,5,2,4,5,4,4,5
188,463267,4,5,5,5,3,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,3,4,4,5,4,3,5,5,5,5
189,466121,4,4,4,5,2,4,5,2,4,4,5,4,4,4,4,4,5,5,4,4,4,5,3,5,4,5,5,4,5,3
190,467182,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,3,4,3
191,467885,3,4,3,4,4,3,2,3,3,3,4,2,4,5,4,3,5,3,3,3,4,1,4,4,4,4,4,3,4,4
192,468837,3,5,5,4,2,5,4,3,4,3,5,5,4,4,3,5,5,5,4,2,3,3,3,4,4,4,4,4,5,4
193,469003,5,5,5,5,4,4,5,3,5,5,5,5,5,5,3,5,5,5,5,5,4,4,3,5,5,2,5,4,5,5
194,471177,3,5,5,4,3,3,3,2,3,2,3,3,4,3,3,4,4,5,3,3,4,3,5,4,5,5,4,2,5,3
195,472332,4,5,4,5,3,2,5,4,4,3,5,4,5,4,4,4,4,5,1,1,2,4,5,4,5,5,5,5,4,3
196,472734,5,4,2,5,4,4,5,3,2,4,5,3,5,3,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5
197,474566,5,4,4,3,2,4,3,4,4,3,4,5,5,4,4,5,5,5,5,3,3,3,4,5,4,4,4,5,5,4
198,475253,4,5,5,5,5,4,5,3,5,5,5,2,5,5,5,4,5,5,5,5,4,3,4,5,5,4,5,4,5,4
199,475437,1,5,5,4,2,5,3,2,4,4,4,5,5,5,3,5,5,4,4,4,5,5,3,3,4,5,5,3,5,4
200,475631,4,4,4,5,3,5,5,4,5,4,5,2,3,4,4,4,5,5,4,4,1,4,4,5,3,4,4,3,5,4
201,477659,4,3,3,3,3,4,4,4,4,4,5,5,5,5,4,5,5,5,4,4,4,3,3,5,3,4,1,4,4,4
202,477782,4,4,3,5,4,4,4,3,4,5,3,3,5,4,4,4,5,4,4,5,3,3,2,4,3,4,5,3,5,4
203,478932,4,4,4,4,3,4,4,4,3,5,3,3,4,4,4,4,5,3,5,5,3,4,2,4,4,5,5,4,4,4
204,480033,3,4,4,3,3,2,4,3,5,3,4,2,3,3,3,5,5,5,4,3,3,3,3,3,3,5,4,2,3,5
205,483981,3,3,3,5,5,3,4,4,4,5,4,3,5,3,5,4,4,5,5,5,3,3,3,4,3,4,5,4,5,4
206,485249,3,2,3,4,3,3,4,5,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,5,4,4,4,4
207,486946,4,4,3,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,5,3,3,3,2,4,4,3,4,3,4,3
208,489363,3,3,2,4,3,4,3,3,5,5,3,4,4,3,4,3,5,5,4,3,3,3,4,4,4,3,4,4,5,3
209,491329,4,4,4,4,3,5,5,4,4,5,4,4,3,5,5,4,5,5,4,4,5,2,2,5,3,3,5,5,5,5
210,491513,3,4,5,4,4,5,4,3,3,4,4,5,4,4,4,4,4,4,5,4,4,5,3,3,3,4,5,4,4,3
211,491769,4,3,5,4,2,4,3,2,4,2,4,4,4,3,3,4,5,5,4,2,4,3,2,4,4,4,3,3,4,2
212,493637,4,4,3,4,5,4,4,3,4,4,3,2,4,4,5,4,5,5,4,5,3,2,3,4,4,4,5,4,4,2
213,504503,4,2,2,4,4,4,4,4,4,5,3,3,5,5,2,3,5,5,4,5,2,5,2,5,4,4,5,3,4,4
