movie_id,rating,release_year,name
2782,4.294422607502894,1995.0,Braveheart
1409,4.289973414356248,2003.0,The O.C.: Season 1
270,4.289368944031183,2001.0,Sex and the City: Season 4
4207,4.286960132890365,1980.0,The Blues Brothers: Extended Cut
1020,4.285617955880936,1989.0,The Simpsons: Season 1
1441,4.27979274611399,1998.0,Stargate SG-1: Season 2
2942,4.273809523809524,1999.0,Friends: Season 6
4294,4.2727272727272725,2004.0,Ghost Hunters: Season 1
3958,4.263276836158192,2003.0,Monk: Season 2
2566,4.2602263956779005,1999.0,Stargate SG-1: Season 3
752,4.254008536163341,1993.0,Star Trek: The Next Generation: Season 7
85,4.2518796992481205,2005.0,Elfen Lied
774,4.249292929292929,2003.0,Foyle's War: Set 2
1230,4.248764415156508,2005.0,Carlos Mencia: Not for the Easily Offended: Live in San Jose
3115,4.248618784530387,2001.0,Kabhi Khushi Kabhie Gham
935,4.24793388429752,2003.0,Read Or Die
2040,4.247493873914012,1991.0,Star Trek: The Next Generation: Season 5
3668,4.245820433436532,2000.0,Farscape: Season 2
1795,4.240995024875622,1978.0,MASH: Season 7
2861,4.239737274220033,1996.0,Babylon 5: Season 4
3593,4.238021935732153,1988.0,My Neighbor Totoro
3864,4.236699319034267,2005.0,Batman Begins
3425,4.2304609218436875,1990.0,GoodFellas: Special Edition: Bonus Material
4348,4.220952380952381,2002.0,The Twelve Kingdoms
2591,4.217391304347826,2003.0,Maburaho
223,4.2111917098445595,2003.0,Chappelle's Show: Season 1
4033,4.208371454711802,2005.0,Alias: Season 4
872,4.199615032659114,1954.0,Seven Samurai
325,4.19536128456735,2004.0,Ghosts of Rwanda: Frontline
3079,4.195190529041805,1994.0,The Lion King: Special Edition
577,4.193409742120344,1961.0,The Twilight Zone: Vol. 36
1017,4.1921280853902605,1955.0,I Love Lucy: Season 5
560,4.191676436107855,2003.0,Star Trek: Enterprise: Season 3
908,4.191339010690342,1981.0,Sense and Sensibility
1513,4.189867841409692,1962.0,The Twilight Zone: Vol. 42
1618,4.18954150434522,1984.0,Nausicaa of the Valley of the Wind
2108,4.189387008234218,1997.0,VeggieTales Classics: Larry-Boy & The Fib from Outer Space
2575,4.188811188811189,2004.0,R.O.D. the TV Series
1994,4.186440677966102,2005.0,The L Word: Season 2
886,4.18601182255124,2004.0,Ray
1135,4.185567010309279,1996.0,Paradise Lost: The Child Murders at Robin Hood Hills
1139,4.183359013867489,2003.0,Wolf's Rain
2290,4.182621104597347,1992.0,Aladdin: Platinum Edition
3430,4.176211453744493,2005.0,Tenjho Tenge
1277,4.175502742230347,1988.0,Red Dwarf: Series 3
2195,4.173026783598009,2004.0,The Looney Tunes Golden Collection: Vol. 2
663,4.172626387176326,1999.0,La Femme Nikita: Season 3
3446,4.1723745267173395,2002.0,Spirited Away
4129,4.171469740634006,1970.0,Santa Claus Is Comin' to Town
3605,4.170963129268064,1939.0,The Wizard of Oz: Collector's Edition
2441,4.169609204522912,2001.0,Smallville: Season 1
33,4.168650217706822,2000.0,Aqua Teen Hunger Force: Vol. 1
595,4.167077681874229,2001.0,Monarch of the Glen: Series 2
4145,4.166919805589307,1999.0,Law & Order: Special Victims Unit: The First Year
4048,4.166444740346205,2003.0,Little House on the Prairie: I'll Be Waving as You Drive Away
451,4.16546762589928,1993.0,Batman the Animated Series: Vol. 3
3005,4.164072921298355,1992.0,As Time Goes By: Series 1 and 2
1941,4.164071190211346,1998.0,The Life of Birds
2129,4.163062283737024,1960.0,The Twilight Zone: Vol. 41
3798,4.162278651918783,1973.0,The Sting
209,4.160759204207638,1996.0,Star Trek: Deep Space Nine: Season 5
2688,4.159895150720839,1994.0,The Memoirs of Sherlock Holmes
2203,4.157967988865693,1980.0,All Creatures Great and Small: Series 3
241,4.157900839478688,1959.0,North by Northwest
359,4.1543668122270745,2003.0,Absolutely Fabulous: Series 5
1905,4.153907631702425,2003.0,Pirates of the Caribbean: The Curse of the Black Pearl
4045,4.153727901614143,2003.0,The Indiana Jones Trilogy: Bonus Material
3512,4.152777777777778,1998.0,GTO: Great Teacher Onizuka: Set 1
2126,4.151821862348178,2002.0,Please Teacher!
634,4.150783289817232,1989.0,Christmas with The Simpsons
3442,4.146037399821906,2002.0,Samurai Jack: Season 2
2532,4.146007838315531,1999.0,Futurama: Vol. 1
2938,4.145130341180325,1994.0,The Best of Friends: Season 1
3938,4.144542715395205,2004.0,Shrek 2
1652,4.144454382826476,1961.0,The Twilight Zone: Vol. 37
2691,4.144160583941606,2003.0,"Empires: The Medici, Godfathers of the Renaissance"
710,4.143968871595331,1993.0,Inspector Morse 9: The Last Enemy
2405,4.143839238498149,2003.0,MI-5: Vol. 2
3247,4.142857142857143,2005.0,The Looney Tunes Golden Collection: Vol. 3
68,4.14259927797834,2004.0,Invader Zim
3023,4.142226581657676,1973.0,"Upstairs, Downstairs: Season 3"
1291,4.142009884678748,1960.0,The Twilight Zone: Vol. 19
2754,4.14172335600907,2002.0,The Life of Mammals
3662,4.140864714086471,1994.0,House of Cards Trilogy II: To Play the King
1625,4.140838273817731,1986.0,Aliens: Collector's Edition
2700,4.138888888888889,2005.0,ECW: One Night Stand
135,4.138020833333333,1998.0,GTO: Great Teacher Onizuka: Set 2
1692,4.136212278876171,1989.0,Lonesome Dove
3078,4.134791215006127,1994.0,The Best of Friends: Season 2
476,4.132708436112481,2004.0,VeggieTales Classics: Where's God When I'm Scared?
712,4.132516703786192,1998.0,Homicide: Life on the Street: Season 7
2598,4.130434782608695,2005.0,"Baby Einstein: On the Go: Riding, Sailing and Soaring"
3608,4.129594423320659,1998.0,From the Earth to the Moon: The Signature Edition
1882,4.1278096077567215,1954.0,I Love Lucy: Season 4
2299,4.127639155470249,1941.0,Shadow of the Thin Man
3769,4.123949579831932,2004.0,Wonderfalls: The Complete Series
1098,4.123801513877208,1965.0,The Battle of Algiers
1660,4.123728257302265,2000.0,SpongeBob SquarePants: Season 2
1789,4.122950819672131,1994.0,Cracker: Series 2
2743,4.1214897922253115,2002.0,The Pianist
3405,4.120633893919793,2002.0,The Dead Zone: Season 2
839,4.115594329334788,1945.0,The Thin Man Goes Home
4280,4.115107913669065,1970.0,Scrooge
345,4.111377245508982,1998.0,Star Trek: Voyager: Season 5
2638,4.111111111111111,2000.0,Roswell: Season 2
2448,4.111025244719217,1991.0,Prime Suspect 1
2430,4.110710161662817,1979.0,Alien: Collector's Edition
4409,4.109546165884194,2002.0,SpongeBob SquarePants: Season 3
825,4.1091621253406,1983.0,Bill Cosby: Himself
1985,4.10655737704918,1993.0,Oh My Goddess!
2787,4.105263157894737,2003.0,s-Cry-ed
2795,4.103529411764706,2001.0,The X-Files: Season 9
2360,4.101009409751924,1952.0,Singin' in the Rain
106,4.097872340425532,2004.0,Stevie Ray Vaughan and Double Trouble: Live at Montreux 1982 & 1985
4284,4.097571341833637,1954.0,Dial M for Murder
1243,4.097370291400142,1998.0,La Femme Nikita: Season 2
1395,4.09673735725938,1963.0,Charade
722,4.094542401343409,2003.0,The Wire: Season 1
463,4.092738407699038,1962.0,The Twilight Zone: Vol. 12
167,4.0922303573379954,2004.0,The Chorus
2074,4.091525423728814,1998.0,Babylon 5: The River of Souls
2613,4.091503267973856,1990.0,Northern Exposure: Season 1
76,4.090385917400136,1952.0,I Love Lucy: Season 2
2205,4.089705882352941,2004.0,Eric Clapton: Crossroads Guitar Festival 2004
1109,4.0886075949367084,1964.0,My Fair Lady: Special Edition: Bonus Material
1435,4.087961441559864,2001.0,Wallace & Gromit in Three Amazing Adventures
2378,4.0830769230769235,1957.0,Aparajito
1222,4.080265848670757,1979.0,Little House on the Prairie: Season 6
2144,4.079967689822294,2004.0,VeggieTales: Dave and the Giant Pickle
2665,4.078014184397163,1998.0,Midsomer Murders: Faithful Unto Death
2608,4.075675675675676,2003.0,WWE: Mick Foley's Greatest Hits and Misses
822,4.072402938090241,2001.0,Star Trek: Enterprise: Season 1
32,4.071736785329018,2004.0,ABC Primetime: Mel Gibson's The Passion of the Christ
1644,4.071345029239766,2003.0,Tom Dowd and the Language of Music
471,4.0713333333333335,1931.0,City Lights
1073,4.070785308646124,2005.0,Coach Carter
2890,4.069360068577391,1959.0,Sleeping Beauty: Special Edition
2393,4.068345323741007,1980.0,The Blues Brothers: Theatrical Cut
1110,4.068145896656535,2003.0,Secondhand Lions
253,4.0679207920792075,1935.0,A Night at the Opera
498,4.067375886524823,1989.0,Glory: Bonus Material
1856,4.0665954415954415,1960.0,The Twilight Zone: Vol. 39
799,4.066123188405797,2003.0,Teen Titans: Season 1
2506,4.065656565656566,1990.0,Inspector Morse 15: Masonic Mysteries
4179,4.064444444444445,1951.0,A Christmas Carol
215,4.062575210589651,1998.0,That '70s Show: Season 1
3119,4.062256809338521,1997.0,Lewis and Clark: The Journey of the Corps of Discovery
504,4.061032863849765,1964.0,The Twilight Zone: Vol. 27
3226,4.058312128922816,1938.0,Bringing Up Baby
2825,4.058108108108108,2001.0,Midsomer Murders: Ring Out Your Dead
4373,4.057471264367816,2005.0,Girls Bravo
2371,4.057244125072829,1955.0,To Catch a Thief
575,4.053722902921772,1994.0,Highlander: Season 4
889,4.052848318462594,2004.0,Reno 911: Season 2
2526,4.051923076923077,1998.0,Kuch Kuch Hota Hai
3239,4.051379683166455,2001.0,The Princess Diaries (Fullscreen)
2357,4.050420168067227,1997.0,Ballykissangel: Series 3
2406,4.049479166666667,1994.0,A Touch of Frost: Season 2
933,4.0494296577946765,2005.0,Backyardigans: It's Great to Be a Ghost
4185,4.048947849954255,1989.0,The Kids in the Hall: Season 1
430,4.047865459249676,2002.0,Chobits
2440,4.0465302847974325,1976.0,Little House on the Prairie: Season 3
657,4.045077720207254,1996.0,Highlander: Season 5
4454,4.044727965977416,1944.0,To Have and Have Not
1324,4.04395002192021,1994.0,The Professional
421,4.043566362715299,2003.0,Agatha Christie's Poirot: Sad Cypress
1422,4.043103448275862,2005.0,Casino: 10th Anniversary Edition: Bonus Material
2237,4.040350877192982,1998.0,Midsomer Murders: Written in Blood
1800,4.038797284190107,2002.0,An Evening With Kevin Smith
462,4.038560411311054,2005.0,Classic Cartoon Favorites: Starring Donald
4415,4.037082066869301,2000.0,Escaflowne
4381,4.036567164179105,1996.0,Sharpe 9: Sharpe's Regiment
3509,4.035732259687972,2002.0,"U2: Go Home: Live From Slane Castle, Ireland"
1212,4.035714285714286,1988.0,Red Dwarf: Series 2: Bonus Material
1642,4.034212309135442,1995.0,Casino: 10th Anniversary Edition
1402,4.033707865168539,1993.0,Inspector Morse 28: Twilight of the Gods
1006,4.033513513513514,1996.0,Inspector Morse 30: The Daughters of Cain
2660,4.0334391929759015,1989.0,When Harry Met Sally
473,4.03342937039234,1997.0,Princess Mononoke
3315,4.032860707113734,1941.0,The Maltese Falcon
996,4.031539888682746,1961.0,Yojimbo
2984,4.031081081081081,2002.0,Midsomer Murders: Murder on St. Malley's Day
2944,4.030612244897959,1994.0,Hoop Dreams
1804,4.02961945861122,2002.0,The Twilight Samurai
3283,4.02787456445993,1994.0,Cadfael: Monk's Hood
2111,4.0267465069860275,1968.0,The Twilight Zone: Vol. 33
4054,4.02497073741709,1990.0,House of Cards Trilogy I: House of Cards
3851,4.023494860499266,1992.0,Inspector Morse 25: Cherubim & Seraphim
2848,4.022355037066835,1961.0,The Hustler
3872,4.021994134897361,1996.0,Sharpe 10: Sharpe's Siege
4194,4.021943573667712,2004.0,Eric Clapton: Sessions for Robert Johnson
1500,4.019591141396933,1987.0,Miss Marple: Collection 2
907,4.0161224489795915,1930.0,Animal Crackers
2692,4.0156106519742885,2000.0,Love Hina
1220,4.010235323038416,2004.0,Man on Fire
3073,4.010009099181073,1997.0,Ballykissangel: Series 2
2539,4.009981515711645,1962.0,The Twilight Zone: Vol. 3
555,4.008571428571429,1996.0,Cadfael: A Morbid Taste for Bones
4468,4.006958250497018,1998.0,Frasier: Season 6
2158,4.006944444444445,2004.0,Vietnam: A Television History
3438,4.006504065040651,1997.0,Sharpe 12: Sharpe's Revenge
3269,4.006393180607352,1962.0,The Longest Day
2796,4.006107906345436,1934.0,"Imitation of Life: Double Feature (1934, 1959)"
3742,4.005680798899719,1946.0,Notorious
2398,4.005339435545385,1995.0,Cadfael: The Virgin in the Ice
1213,4.004676539360873,1999.0,VeggieTales: Madame Blueberry
4484,4.003918495297806,2000.0,Xena: Warrior Princess: Season 6
175,4.003847429519071,1992.0,Reservoir Dogs
1208,4.003808073115004,1963.0,The Twilight Zone: Vol. 15
3643,4.0034364261168385,2002.0,Nero Wolfe: Season 2
494,4.001485453425601,1983.0,Monty Python's The Meaning of Life: Special Edition
2927,3.9969262295081966,1998.0,Everybody Loves Raymond: Season 3
1730,3.996291718170581,1995.0,Dragon Ball: Piccolo Jr. Saga: Part 1
3924,3.9952830188679247,1970.0,White Sun of the Desert
1321,3.994764397905759,2005.0,Midori Days
4168,3.99449481865285,1995.0,"VeggieTales Classics: Rack, Shack and Benny"
3875,3.9943919992522665,2004.0,The Motorcycle Diaries
1917,3.994208494208494,1985.0,28 Up
3389,3.9936608557844693,1972.0,Lone Wolf and Cub: Sword of Vengeance
1969,3.992834244767113,1954.0,The Caine Mutiny
2913,3.9924890407006504,2004.0,Finding Neverland
3180,3.991304347826087,2005.0,Thin Man Collection: Alias Nick and Nora
3150,3.99008356545961,2000.0,Monty Python: The Life of Python
3195,3.990049751243781,1998.0,Saving Private Ryan: Bonus Material
3554,3.989648033126294,1924.0,The Last Laugh
4360,3.989435955480098,1996.0,Mr. Show: Season 2
37,3.9893238434163703,1973.0,Zatoichi's Conspiracy
432,3.98894620486367,1996.0,Les Miserables in Concert
2300,3.9886497064579256,1975.0,Little House on the Prairie: Season 2
871,3.9880281690140844,1984.0,The Jewel in the Crown
395,3.9879253567508233,1935.0,Captain Blood
1754,3.9861389471107507,1984.0,Sixteen Candles
952,3.9846473029045644,1940.0,My Favorite Wife
263,3.9844444444444442,2001.0,Dragon Ball: Tournament Saga
2456,3.984097859327217,1964.0,A Fistful of Dollars
579,3.9838788470933073,1973.0,The Autobiography of Miss Jane Pittman
2551,3.983167559296098,1999.0,Trigun
762,3.982869379014989,2004.0,End of the Century: The Story of the Ramones
3513,3.9823542306006137,1963.0,Lilies of the Field
3012,3.981117230527144,2001.0,Dragon Ball Z: World Tournament
2018,3.9807938540332906,2005.0,Classic Cartoon Favorites: Starring Goofy
3153,3.980714084903008,1965.0,Doctor Zhivago
3927,3.980225988700565,2002.0,Without a Trace: Season 1
1031,3.98,1999.0,Poirot: The Murder of Roger Ackroyd
3112,3.9793510324483776,2004.0,Liberty! The American Revolution
1595,3.9790193442814563,1949.0,The Third Man
2259,3.9782608695652173,2005.0,The Flaming Lips: The Fearless Freaks
4459,3.977777777777778,1977.0,Stroszek
2433,3.9776847977684797,2000.0,"Harvey Birdman, Attorney at Law: Vol. 1"
3419,3.9769713886950453,1935.0,The Three Stooges: Three Stooges in History
3391,3.976818096840531,2003.0,Where the Red Fern Grows
2849,3.9767054908485857,1974.0,Frosty's Winter Wonderland / 'Twas the Night Before Christmas
690,3.976318622174381,2004.0,Baby Einstein: Baby Da Vinci
3521,3.975780927480391,2000.0,Coupling: Season 1
4046,3.9757575757575756,1988.0,All Creatures Great and Small: Series 5
1300,3.975325803649001,1973.0,Return of the Dragon
753,3.9748427672955975,1964.0,Mary Poppins: Bonus Material
1180,3.9748186557078635,2001.0,A Beautiful Mind
3998,3.9743016759776535,1988.0,Joseph Campbell and The Power of Myth
2756,3.9741379310344827,1992.0,Tenchi Muyo
1689,3.974118529632408,2003.0,Concert for George
443,3.973709434478981,2002.0,Rabbit-Proof Fence
2928,3.972972972972973,2000.0,Dragon Ball Z: Captain Ginyu Saga
1974,3.972497462419643,1995.0,Il Postino
2443,3.972328666175387,1992.0,Like Water for Chocolate
1798,3.9713169337696357,1987.0,Lethal Weapon
25,3.9701739850869924,1997.0,Inspector Morse 31: Death Is Now My Neighbour
4385,3.969200524246396,1994.0,Sharpe 5: Sharpe's Honour
1616,3.9689578713968956,1961.0,The Flintstones: Season 2
4405,3.9682768565248736,1991.0,In Living Color: Season 3
4063,3.9642857142857144,2005.0,Fingersmith
477,3.963855421686747,1990.0,George Carlin: Personal Favorites
3784,3.963696369636964,1996.0,The Pretender: Season 1
1857,3.9630952380952382,1973.0,All in the Family: Season 4
571,3.9625852536943267,1999.0,American Beauty
1144,3.962502348299831,1991.0,Fried Green Tomatoes
3303,3.9607843137254903,1992.0,Reservoir Dogs: Bonus Material
3025,3.9584664536741214,2000.0,Ah! My Goddess: The Movie
1174,3.9565523257449984,1993.0,The Sandlot
2236,3.9559748427672954,1996.0,Superman the Animated Series: A Little Piece of Home
3010,3.955968688845401,1998.0,Cadfael: The Potter's Field
2618,3.953917050691244,2003.0,Battlestar Galactica: The Miniseries: Bonus Material
3879,3.9538875554585786,1995.0,Ghost in the Shell
2476,3.9536500579374274,1962.0,The Flintstones: Season 3
1547,3.9534655890276755,1939.0,The Women
3730,3.9527257346172027,1998.0,Elizabeth
3794,3.9523809523809526,2000.0,Dragon Ball Z: Bardock: The Father of Goku
2319,3.9523551705468325,2003.0,The Looney Tunes Golden Collection: Vol. 1
2194,3.951417004048583,1983.0,The Outsiders: The Complete Novel (Extended Edition)
2585,3.950436496761476,1994.0,Absolutely Fabulous: Series 2
240,3.9484953703703702,1942.0,Woman of the Year
1708,3.9470509383378016,1936.0,Modern Times
3624,3.946596092606937,2003.0,The Last Samurai
3999,3.94611223082635,2001.0,Queer as Folk: Season 1
861,3.945898778359511,2003.0,Rush: Rush in Rio
3120,3.9458572600492205,1955.0,Rififi
3900,3.9451703564912974,2000.0,Amores Perros
1069,3.944976076555024,2003.0,The Inspector Lynley Mysteries: A Suitable Vengeance
3439,3.9425142135186353,1986.0,Tampopo
138,3.9422340602630266,1995.0,Star Trek: Voyager: Season 1
645,3.942084052964882,2004.0,Dear Frankie
943,3.941814033086138,2004.0,Dave Chappelle: For What It's Worth
2142,3.941666666666667,2004.0,The Phantom of the Opera: Special Edition: Bonus Material
561,3.940714285714286,1963.0,High and Low
3777,3.940675963129284,1990.0,In Living Color: Season 2
4118,3.939929328621908,2002.0,Tenchi Muyo GXP
2899,3.9398448429352664,2004.0,Riding Giants
895,3.939197405755979,1975.0,Dersu Uzala
3032,3.939189189189189,1938.0,The Adventures of Robin Hood: Bonus Material
4233,3.9391304347826086,1982.0,Little House on the Prairie: Season 9
3057,3.9387608069164264,2004.0,UFC 43: Ultimate Fighting Championship: Meltdown
1658,3.938737040527804,1986.0,"Yes, Prime Minister: The Complete Collection"
3612,3.9385110844817257,1988.0,Chocolat
1766,3.9381177481736143,1978.0,All Creatures Great and Small: Series 1
1664,3.937555358724535,1998.0,The King of Queens: Season 2
2178,3.935980061426917,1998.0,"Lock, Stock and Two Smoking Barrels"
3211,3.935960591133005,1995.0,Marmalade Boy: Ultimate Scrapbook: Vol. 3
2220,3.935318275154004,1996.0,Sliders: Season 3
4449,3.9352306182531893,2002.0,The Inspector Lynley Mysteries: For the Sake of Elena
621,3.9349859681945745,1997.0,Armageddon
992,3.9344605475040257,1972.0,The Cowboys
442,3.9341293689704253,1988.0,Mississippi Burning
837,3.9340836012861735,1972.0,All in the Family: Season 3
152,3.9340755293604017,1995.0,A Little Princess
454,3.933442444080742,1995.0,Xena: Warrior Princess: Season 3
159,3.932926829268293,1971.0,Gentlemen of Fortune
880,3.9323758228605628,1994.0,Sharpe 4: Sharpe's Enemy
3482,3.9322289156626504,2001.0,Nero Wolfe: Season 1
191,3.932202188006483,2003.0,X2: X-Men United
900,3.9320926903462468,1994.0,Eat Drink Man Woman
4344,3.931972789115646,2005.0,Dora the Explorer: Dance to the Rescue
3603,3.9313725490196076,2005.0,PRIDE FC: Critical Countdown 2004
417,3.9310580204778156,1986.0,Transformers: Season 3: Part 1
4350,3.9309551208285387,1972.0,The Best of the New Scooby-Doo Movies
397,3.929144385026738,1946.0,A Night in Casablanca
1604,3.9277504105090313,2004.0,Tae Guk Gi: The Brotherhood of War
1590,3.9268627862017564,2001.0,Life as a House
2408,3.9259802893688405,1936.0,My Man Godfrey
1396,3.925196850393701,2004.0,Kaleido Star
1224,3.925092605295651,1947.0,The Ghost and Mrs. Muir
3827,3.9237288135593222,2004.0,Lone Wolf and Cub: Baby Cart in the Land of Demons
2020,3.9221668742216687,1983.0,The Winds of War
4011,3.9217537942664418,1982.0,George Carlin: Carlin at Carnegie
2068,3.9216300940438873,1994.0,Gargoyles: Season 1
1389,3.9212924606462303,2003.0,Baby Neptune: Discovering Water
5,3.9192982456140353,2004.0,The Rise and Fall of ECW
2479,3.91864406779661,1995.0,Sharpe 8: Sharpe's Sword
3431,3.9182156133828996,2001.0,Green Day: International Supervideos!
918,3.9177449168207024,1964.0,A Hard Day's Night: Collector's Series
165,3.9169572798605055,1982.0,Richard Pryor: Live on the Sunset Strip
1767,3.9166666666666665,1925.0,The Gold Rush: Bonus Material
2403,3.9166666666666665,1997.0,Wolves at Our Door
1444,3.9166666666666665,2001.0,Pride FC: The Return of the Warriors
98,3.9153846153846152,1965.0,The Battle of Algiers: Bonus Material
3020,3.9148936170212765,1965.0,Hogan's Heroes: Season 1
3371,3.914785733297844,2003.0,Whale Rider
1773,3.913917940466613,2001.0,Do You Believe in Miracles?
2362,3.912940057088487,1994.0,White
2315,3.912128712871287,1999.0,Parallel Dual
2735,3.912084530160033,1954.0,Seven Brides for Seven Brothers: 50th Anniversary Edition
3081,3.9118150684931505,1972.0,Sanford and Son: Season 4
257,3.9115765617575025,1973.0,Charlotte's Web
242,3.911157894736842,1995.0,Neon Genesis Evangelion: The End of Evangelion
1741,3.910891089108911,1999.0,Cowboy Bebop Remix
1647,3.9104972375690608,2002.0,"Eric Clapton: One More Car, One More Rider"
2372,3.9099584457242837,2004.0,The Bourne Supremacy
3348,3.909727626459144,2001.0,George Carlin: Complaints and Grievances
1877,3.909084798171613,1995.0,Friends: Season 2
4049,3.907756433490395,1988.0,Torch Song Trilogy
2523,3.9074131036604123,1996.0,Matilda: Special Edition
4037,3.907258064516129,2003.0,Simon & Garfunkel: Old Friends Live on Stage
2601,3.907179601878774,1978.0,Best of The Muppet Show: Peter Sellers / John Cleese / Dudley Moore
419,3.906821963394343,2005.0,George Lopez: Why You Crying?
3974,3.9065849923430322,1953.0,Hondo
3615,3.9063201796599296,1946.0,Beauty and the Beast
3954,3.9061871064078426,1952.0,The Quiet Man
1255,3.9058073110126292,1985.0,Better Off Dead
410,3.904856293359762,1998.0,Frank Lloyd Wright
778,3.9047619047619047,2003.0,A Touch of Frost: Seasons 7 & 8
1350,3.902582159624413,2000.0,Midsomer Murders: Blue Herrings
2128,3.90053029798753,1993.0,Rudy
3854,3.900153609831029,1955.0,Night and Fog
2351,3.8975155279503104,2003.0,Keen Eddie: The Complete Series
3524,3.8962558502340094,1994.0,Pulp Fiction: Bonus Material
1759,3.896185737976783,1990.0,Into the Woods
3914,3.89618138424821,1979.0,To the Manor Born: The Complete Series
4040,3.896035486553923,1993.0,Tales of the City
91,3.8959435626102294,2005.0,WWE: Royal Rumble 2005
4219,3.8959056845183695,1995.0,The Tuskegee Airmen
3276,3.8953344343517755,1987.0,Cry Freedom
3423,3.893808777429467,1968.0,Where Eagles Dare
199,3.8931820101945984,1978.0,The Deer Hunter
4078,3.8923905943827566,2003.0,Larry the Cable Guy: Git-R-Done
851,3.8919123505976096,1990.0,Back to the Future Part III
73,3.891566265060241,1954.0,Davy Crockett: 50th Anniversary Double Feature
2981,3.89010989010989,2000.0,Saturday Night Live: The Best of Eddie Murphy
3170,3.8898433552299143,2002.0,Together
3346,3.889655172413793,1942.0,Bambi: Platinum Edition: Bonus Material
338,3.8894436519258204,1942.0,The Three Stooges: Three Smart Saps
2288,3.8882421420256112,1993.0,Cracker: Series 1
939,3.888198757763975,2003.0,Midsomer Murders: A Tale of Two Hamlets
2727,3.887605369965657,1985.0,The Golden Girls: Season 1
1679,3.887580299785867,2000.0,The Clash: Westway to the World
3338,3.8867924528301887,2004.0,Very Best of Cher: The Video Hits Collection
3588,3.88659793814433,1967.0,Zatoichi the Outlaw
798,3.8860085139890255,1975.0,Jaws
1770,3.885952712100139,1995.0,Trainspotting
3453,3.8853713689337277,1934.0,The Man Who Knew Too Much
963,3.8853390511927097,1951.0,A Streetcar Named Desire
113,3.8851399856424984,2000.0,Bruce Lee: A Warrior's Journey
3390,3.88351822503962,1995.0,Slayers DVD Collection
4333,3.8813364055299537,1979.0,The BRD Trilogy: The Marriage of Maria Braun
2471,3.88111067657411,1983.0,V: The Complete TV Series
4105,3.8809135399673735,2002.0,"Ranma 1/2: Ranma Forever: Vol. 8: Someday, Somehow"
2089,3.880701754385965,2001.0,Strawberry Eggs (I My Me!)
251,3.8803986710963456,2000.0,Midsomer Murders: Strangler's Wood
1306,3.876691729323308,2005.0,Baby Einstein: Baby Monet: Discovering the Seasons
4476,3.8763250883392226,1997.0,VeggieTales: The Star of Christmas
2736,3.875,1998.0,Bjork: Cambridge
2212,3.874425626887226,1993.0,The Secret Garden
457,3.8743855021325433,2004.0,Kill Bill: Vol. 2
